customer_count,vehicle_capacity,instance_name,routing_case,structure_variant,operator_pair,destroy_operator,repair_operator,source_folder,selected_run_timestamp,run_folder_count,metrics_source_file,baseline_distance,lns_distance,baseline_total_system_distance,lns_total_system_distance,customer_delivery_distance,supplier_depot_replenishment_distance,absolute_improvement,percent_improvement,customer_delivery_improvement_distance,customer_delivery_improvement_percent,system_improvement_distance,system_improvement_percent,best_n_remove,tested_n_remove_values,iterations,seed,temperature_initial,cooling_rate,temperature_minimum,n_routes,avg_utilisation,min_utilisation,max_utilisation,accepted_moves,rejected_moves,best_iteration,runtime_seconds,supplier_count,worst_removal_randomness,related_removal_randomness,distance_weight,demand_weight,route_weight,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,hybrid_system_distance_check,ranking_distance_used,notes_or_warnings
40,35,40c_cap35,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_07_12_161058,1,lns_sa_metrics_best.json,201.53998274758732,184.8060457177843,249.53998274758732,232.8060457177843,184.8060457177843,48.0,16.73393702980303,6.705914156742413,16.73393702980303,8.303035855054599,16.73393702980303,6.705914156742413,6,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",50,42,10.0,0.95,0.01,6,0.6666666666666666,0.17142857142857143,1.0,163,37,,0.09954690933227539,3,,0.2,1.0,0.2,1.0,,,,,ok,232.8060457177843,
60,15,60c_cap15,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_07_12_161059,1,lns_sa_metrics_best.json,675.2666631002465,638.4568596497306,867.2666631002465,830.4568596497306,638.4568596497306,192.0,36.809803450515915,4.244346637161252,36.809803450515915,5.451150702674526,36.809803450515915,4.244346637161252,6,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,18,0.8222222222222222,0.6666666666666666,1.0,127,73,,0.11621212959289551,3,,0.2,1.0,0.2,1.0,,,,,ok,830.4568596497306,
60,25,60c_cap25,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_07_12_161101,1,lns_sa_metrics_best.json,496.33892142505834,453.0605204447601,616.3389214250583,573.0605204447601,453.0605204447601,120.0,43.278400980298215,7.021851042642697,43.27840098029827,8.71952593522989,43.278400980298215,7.021851042642697,14,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,11,0.8072727272727274,0.44,1.0,79,121,,0.15548062324523926,3,,0.2,1.0,0.2,1.0,,,,,ok,573.0605204447601,
60,35,60c_cap35,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_07_12_161103,1,lns_sa_metrics_best.json,407.6220534739992,389.9216498238485,479.6220534739992,461.9216498238485,389.9216498238485,72.0,17.70040365015069,3.69048994347593,17.70040365015069,4.342356724641676,17.70040365015069,3.69048994347593,6,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,9,0.7047619047619048,0.14285714285714285,1.0,92,108,,0.11022591590881348,3,,0.2,1.0,0.2,1.0,,,,,ok,461.9216498238485,
80,15,80c_cap15,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_07_12_161105,1,lns_sa_metrics_best.json,1049.585948333372,1018.1133458676711,1337.585948333372,1306.1133458676711,1018.1133458676711,288.0,31.472602465700902,2.352940572149077,31.472602465700902,2.998573153125379,31.472602465700902,2.352940572149077,7,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,23,0.8144927536231887,0.26666666666666666,1.0,80,120,,0.1474320888519287,3,,0.2,1.0,0.2,1.0,,,,,ok,1306.1133458676711,
80,25,80c_cap25,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_07_12_161108,1,lns_sa_metrics_best.json,738.7267073726305,714.3734409386462,930.7267073726305,906.3734409386462,714.3734409386462,192.0,24.35326643398423,2.6165861837930513,24.35326643398423,3.2966543907150077,24.35326643398423,2.6165861837930513,9,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,13,0.8646153846153847,0.44,1.0,75,125,,0.15501713752746582,3,,0.2,1.0,0.2,1.0,,,,,ok,906.3734409386462,
80,35,80c_cap35,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_07_12_161112,1,lns_sa_metrics_best.json,645.5221529097106,595.7389519890199,805.5221529097106,755.7389519890199,595.7389519890199,160.0,49.78320092069066,6.180239828397465,49.78320092069066,7.712082489546079,49.78320092069066,6.180239828397465,12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,10,0.8028571428571428,0.3142857142857143,0.9714285714285714,103,97,,0.18163299560546875,3,,0.2,1.0,0.2,1.0,,,,,ok,755.7389519890199,
100,15,100c_cap15,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000255,1,lns_sa_metrics_best.json,1559.309487256861,1504.1138366972004,1999.309487256861,1944.1138366972004,1504.1138366972004,440.0,55.195650559660635,2.7607356895700748,55.195650559660635,3.53974955008841,55.195650559660635,2.7607356895700748,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,27,0.8543209876543213,0.3333333333333333,1.0,80,120,,0.15007996559143066,3,,0.2,1.0,0.2,1.0,,,,,ok,1944.1138366972004,
100,25,100c_cap25,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000301,1,lns_sa_metrics_best.json,1136.469985691432,1070.800240419064,1456.469985691432,1390.800240419064,1070.800240419064,320.0,65.66974527236789,4.508829287078814,65.66974527236789,5.778396798786922,65.66974527236789,4.508829287078814,6,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,18,0.768888888888889,0.2,1.0,91,109,,0.14652013778686523,3,,0.2,1.0,0.2,1.0,,,,,ok,1390.800240419064,
100,35,100c_cap35,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000307,1,lns_sa_metrics_best.json,952.5407880911066,867.3909345163561,1192.5407880911066,1107.390934516356,867.3909345163561,240.0,85.14985357475052,7.140204714595081,85.14985357475052,8.93923437603034,85.14985357475052,7.140204714595081,19,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,13,0.7604395604395606,0.2857142857142857,0.9714285714285714,64,136,,0.30400609970092773,3,,0.2,1.0,0.2,1.0,,,,,ok,1107.390934516356,
150,15,150c_cap15,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000313,1,lns_sa_metrics_best.json,3435.5814609849253,3321.6310619440815,4395.581460984926,4281.631061944081,3321.6310619440815,960.0,113.95039904084479,2.5923851042749577,113.95039904084388,3.3167718575409983,113.95039904084479,2.5923851042749577,20,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,41,0.8634146341463419,0.6,1.0,16,184,,0.5879707336425781,3,,0.2,1.0,0.2,1.0,,,,,ok,4281.631061944081,
150,25,150c_cap25,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000333,1,lns_sa_metrics_best.json,2366.760677206669,2221.957633071792,2966.760677206669,2821.957633071792,2221.957633071792,600.0,144.80304413487693,4.8808468188008725,144.80304413487693,6.1181954529419675,144.80304413487693,4.8808468188008725,22,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,25,0.8496000000000001,0.2,1.0,28,172,,0.5441489219665527,3,,0.2,1.0,0.2,1.0,,,,,ok,2821.957633071792,
150,35,150c_cap35,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000353,1,lns_sa_metrics_best.json,1901.4403643340665,1793.6126132578627,2381.4403643340665,2273.612613257863,1793.6126132578627,480.0,107.82775107620364,4.527837551218967,107.82775107620387,5.670845801885979,107.82775107620364,4.527837551218967,22,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,18,0.842857142857143,0.3142857142857143,1.0,23,177,,0.5898981094360352,3,,0.2,1.0,0.2,1.0,,,,,ok,2273.612613257863,
200,15,200c_cap15,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000412,1,lns_sa_metrics_best.json,6052.847461556266,5712.3727341309595,7892.847461556266,7552.3727341309595,5712.3727341309595,1840.0,340.4747274253068,4.313712244961769,340.4747274253068,5.625033995780992,340.4747274253068,4.313712244961769,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,54,0.865432098765432,0.6666666666666666,1.0,88,112,,0.1979060173034668,3,,0.2,1.0,0.2,1.0,,,,,ok,7552.3727341309595,
200,25,200c_cap25,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000511,1,lns_sa_metrics_best.json,3940.603472208074,3708.049189497552,5060.603472208074,4828.049189497552,3708.049189497552,1120.0,232.55428271052187,4.595386380056613,232.55428271052187,5.901489057466942,232.55428271052187,4.595386380056613,8,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,31,0.9045161290322582,0.64,1.0,58,142,,0.24831628799438477,3,,0.2,1.0,0.2,1.0,,,,,ok,4828.049189497552,
200,35,200c_cap35,case_3_hybrid,sweep,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case3_sweep,run_2026_08_07_000610,1,lns_sa_metrics_best.json,3143.78267907474,2973.289766488851,4023.78267907474,3853.289766488851,2973.289766488851,880.0,170.49291258588892,4.237130237488208,170.49291258588892,5.423177426375649,170.49291258588892,4.237130237488208,24,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,24,0.8345238095238097,0.17142857142857143,1.0,24,176,,0.8556180000305176,3,,0.2,1.0,0.2,1.0,,,,,ok,3853.289766488851,
20,15,20c_cap15,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163539,1,lns_sa_metrics_best.json,65.63297277702314,60.84147866433693,65.63297277702314,60.84147866433693,60.84147866433693,,4.791494112686209,7.300437432515048,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,5,0.8933333333333333,0.6666666666666666,1.0,148,2,,0.09145092964172363,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,60.84147866433693,
20,25,20c_cap25,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163539,1,lns_sa_metrics_best.json,50.129832412654935,45.32215330899516,50.129832412654935,45.32215330899516,45.32215330899516,,4.807679103659773,9.590455168659425,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,4,0.67,0.2,1.0,150,0,,0.07419228553771973,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,45.32215330899516,
20,35,20c_cap35,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163539,1,lns_sa_metrics_best.json,45.72156005665569,40.93006594396948,45.72156005665569,40.93006594396948,40.93006594396948,,4.791494112686209,10.479725772149612,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,3,0.6380952380952382,0.42857142857142855,0.8571428571428571,150,0,,0.0722041130065918,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,40.93006594396948,
40,15,40c_cap15,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163540,1,lns_sa_metrics_best.json,233.6240619252252,231.88130912372975,233.6240619252252,231.88130912372975,231.88130912372975,,1.7427528014954419,0.7459646010491999,,,,,4,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,10,0.9333333333333332,0.7333333333333333,1.0,125,25,,0.098876953125,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,231.88130912372975,
40,25,40c_cap25,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163540,2,lns_sa_metrics_best.json,192.33005162510995,177.39589604822459,192.33005162510995,177.39589604822459,177.39589604822459,,14.93415557688536,7.764858091961126,,,,,5,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,7,0.7999999999999999,0.48,1.0,126,24,,0.11128592491149902,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,177.39589604822459,
40,35,40c_cap35,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163541,1,lns_sa_metrics_best.json,145.59337216574968,145.5933721657497,145.59337216574968,145.5933721657497,145.5933721657497,,-2.842170943040401e-14,-1.9521293454242905e-14,,,,,2,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,6,0.6666666666666666,0.22857142857142856,1.0,149,1,,0.0879220962524414,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,145.5933721657497,
60,15,60c_cap15,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163541,1,lns_sa_metrics_best.json,562.5058941860796,542.3494112480732,562.5058941860796,542.3494112480732,542.3494112480732,,20.15648293800632,3.583337196345619,,,,,3,"[2, 3, 4, 5, 6, 7, 8]",50,42,10.0,0.95,0.01,17,0.8705882352941176,0.13333333333333333,1.0,121,29,,0.1044607162475586,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,542.3494112480732,
60,25,60c_cap25,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163542,1,lns_sa_metrics_best.json,379.97834577997935,369.45452631591536,379.97834577997935,369.45452631591536,369.45452631591536,,10.52381946406399,2.76958399891494,,,,,4,"[2, 3, 4, 5, 6, 7, 8]",50,42,10.0,0.95,0.01,11,0.8072727272727271,0.08,1.0,135,15,,0.10465884208679199,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,369.45452631591536,
60,35,60c_cap35,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163543,1,lns_sa_metrics_best.json,325.4872658221094,300.83836367056057,325.4872658221094,300.83836367056057,300.83836367056057,,24.64890215154884,7.57292365625768,,,,,5,"[2, 3, 4, 5, 6, 7, 8]",50,42,10.0,0.95,0.01,8,0.7928571428571428,0.22857142857142856,1.0,135,15,,0.11939787864685059,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,300.83836367056057,
80,15,80c_cap15,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163544,1,lns_sa_metrics_best.json,889.1231593454308,875.4404754972815,889.1231593454308,875.4404754972815,875.4404754972815,,13.682683848149395,1.5388963502224524,,,,,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",50,42,10.0,0.95,0.01,20,0.9366666666666668,0.4,1.0,91,59,,0.16327929496765137,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,875.4404754972815,
80,25,80c_cap25,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163546,1,lns_sa_metrics_best.json,629.4745790143811,604.3460307849814,629.4745790143811,604.3460307849814,604.3460307849814,,25.128548229399712,3.9919877731592432,,,,,6,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",50,42,10.0,0.95,0.01,13,0.8646153846153847,0.24,1.0,94,56,,0.15702581405639648,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,604.3460307849814,
80,35,80c_cap35,case_2_supplier_customer_direct,kmeans,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_kmeans,run_2026_07_12_163548,1,lns_sa_metrics_best.json,511.49035579173557,482.78662940368235,511.49035579173557,482.78662940368235,482.78662940368235,,28.703726388053212,5.6117825220033195,,,,,8,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",50,42,10.0,0.95,0.01,9,0.892063492063492,0.6285714285714286,1.0,98,52,,0.20451903343200684,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,482.78662940368235,
20,15,20c_cap15,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163750,1,lns_sa_metrics_best.json,63.40611899389782,63.40611899389783,63.40611899389782,63.40611899389783,63.40611899389783,,-7.105427357601002e-15,-1.1206217113343312e-14,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,5,0.8933333333333333,0.6666666666666666,1.0,148,2,,0.09021186828613281,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,63.40611899389783,
20,25,20c_cap25,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163751,1,lns_sa_metrics_best.json,45.338338299968726,45.32215330899516,45.338338299968726,45.32215330899516,45.32215330899516,,0.01618499097356363,0.035698244753656516,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,4,0.67,0.2,1.0,150,0,,0.07761502265930176,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,45.32215330899516,
20,35,20c_cap35,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163751,1,lns_sa_metrics_best.json,40.93006594396948,40.93006594396948,40.93006594396948,40.93006594396948,40.93006594396948,,0.0,0.0,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,3,0.6380952380952382,0.42857142857142855,0.8571428571428571,150,0,,0.07463216781616211,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,40.93006594396948,
40,15,40c_cap15,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163751,1,lns_sa_metrics_best.json,250.37669562521955,241.29013893364385,250.37669562521955,241.29013893364385,241.29013893364385,,9.086556691575709,3.6291543303922618,,,,,5,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,10,0.9333333333333332,0.7333333333333333,1.0,119,31,,0.1152489185333252,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,241.29013893364385,
40,25,40c_cap25,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163752,2,lns_sa_metrics_best.json,181.2188538338204,180.27163497325355,181.2188538338204,180.27163497325355,180.27163497325355,,0.947218860566835,0.5226933293792073,,,,,4,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,7,0.7999999999999999,0.48,1.0,129,21,,0.10585522651672363,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,180.27163497325355,
40,35,40c_cap35,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163752,1,lns_sa_metrics_best.json,150.0389587916166,146.46010834217836,150.0389587916166,146.46010834217836,146.46010834217836,,3.5788504494382494,2.3852807819126354,,,,,3,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,6,0.6666666666666666,0.2,1.0,149,1,,0.09872269630432129,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,146.46010834217836,
60,15,60c_cap15,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163753,1,lns_sa_metrics_best.json,548.9089866556761,527.004903243386,548.9089866556761,527.004903243386,527.004903243386,,21.904083412290106,3.990476371273234,,,,,3,"[2, 3, 4, 5, 6, 7, 8]",50,42,10.0,0.95,0.01,17,0.8705882352941176,0.13333333333333333,1.0,120,30,,0.10831379890441895,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,527.004903243386,
60,25,60c_cap25,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163754,1,lns_sa_metrics_best.json,405.33739929276,369.77415377243807,405.33739929276,369.77415377243807,369.77415377243807,,35.563245520321914,8.773739009125066,,,,,4,"[2, 3, 4, 5, 6, 7, 8]",50,42,10.0,0.95,0.01,11,0.8072727272727271,0.08,1.0,134,16,,0.12022185325622559,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,369.77415377243807,
60,35,60c_cap35,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163755,1,lns_sa_metrics_best.json,315.3241956473402,306.38903194767346,315.3241956473402,306.38903194767346,306.38903194767346,,8.93516369966676,2.833643539888668,,,,,3,"[2, 3, 4, 5, 6, 7, 8]",50,42,10.0,0.95,0.01,8,0.7928571428571428,0.2857142857142857,1.0,148,2,,0.09767007827758789,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,306.38903194767346,
80,15,80c_cap15,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163756,1,lns_sa_metrics_best.json,877.0411745206105,872.9797916182016,877.0411745206105,872.9797916182016,872.9797916182016,,4.061382902408923,0.4630777916018446,,,,,7,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",50,42,10.0,0.95,0.01,20,0.9366666666666668,0.6666666666666666,1.0,54,96,,0.182297945022583,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,872.9797916182016,
80,25,80c_cap25,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163758,1,lns_sa_metrics_best.json,635.4341214833732,599.5659216643439,635.4341214833732,599.5659216643439,599.5659216643439,,35.868199819029314,5.644676388371732,,,,,9,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",50,42,10.0,0.95,0.01,13,0.8646153846153847,0.24,1.0,64,86,,0.22271203994750977,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,599.5659216643439,
80,35,80c_cap35,case_2_supplier_customer_direct,no_clustering,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_no_cluster,run_2026_07_12_163801,1,lns_sa_metrics_best.json,510.91407848490496,481.3974591666056,510.91407848490496,481.3974591666056,481.3974591666056,,29.516619318299377,5.777217845675679,,,,,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",50,42,10.0,0.95,0.01,9,0.892063492063492,0.45714285714285713,1.0,73,77,,0.2807321548461914,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,481.3974591666056,
20,15,20c_cap15,case_2_supplier_customer_direct,sweep,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_sweep,run_2026_07_12_163311,1,lns_sa_metrics_best.json,60.841478664336925,60.84147866433693,60.841478664336925,60.84147866433693,60.84147866433693,,-7.105427357601002e-15,-1.1678590845567246e-14,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,5,0.8933333333333333,0.6666666666666666,1.0,148,2,,0.09201288223266602,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,60.84147866433693,
20,25,20c_cap25,case_2_supplier_customer_direct,sweep,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_sweep,run_2026_07_12_163311,1,lns_sa_metrics_best.json,54.79575867334405,50.80840922827251,54.79575867334405,50.80840922827251,50.80840922827251,,3.987349445071537,7.276748313389487,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,4,0.67,0.28,0.92,150,0,,0.07622385025024414,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,50.80840922827251,
20,35,20c_cap35,case_2_supplier_customer_direct,sweep,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_sweep,run_2026_07_12_163311,1,lns_sa_metrics_best.json,40.93006594396948,40.93006594396948,40.93006594396948,40.93006594396948,40.93006594396948,,0.0,0.0,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,3,0.6380952380952382,0.42857142857142855,0.8571428571428571,150,0,,0.07427000999450684,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,40.93006594396948,
40,15,40c_cap15,case_2_supplier_customer_direct,sweep,related_regret,shaw_related_removal,regret_2_insertion,results/lns_operator_related_regret/case2_sweep,run_2026_07_12_163312,1,lns_sa_metrics_best.json,263.78637596551715,241.38160753659525,263.78637596551715,241.38160753659525,241.38160753659525,,22.404768428921898,8.493527517073401,,,,,5,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,10,0.9333333333333333,0.8,1.0,101,49,,0.10669398307800293,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,241.38160753659525,
