customer_count,vehicle_capacity,instance_name,timing_variant,source_folder,selected_run_timestamp,run_folder_count,latest_available_run_timestamp,selected_run_is_latest_available,run_classification,wave_assignment_before_routing,same_wave_repair_used,algorithm,timing_model,base_timing_model,timing_repair_model,wave_timing_repair_scope,wave_repair_max_recursion_depth,dispatch_waves,dispatch_wave_labels,working_day_end_time,working_day_end_time_label,service_time_per_customer_hours_estimate,average_speed_estimate,depot_handling_time,depot_handling_time_minutes,supplier_arrival_window_start,supplier_arrival_window_start_label,supplier_arrival_window_end,supplier_arrival_window_end_label,arrival_time_step_minutes,depot_arrival_seed,n_suppliers,direct_delivery_threshold,seed,grid_size,n_supplier_direct_customers,n_depot_customers,supplier_direct_routing_scope,depot_routing_scope,customers_per_wave,routes_per_wave,customer_delivery_distance,supplier_depot_replenishment_distance,total_system_distance,pre_repair_customer_delivery_distance,post_repair_customer_delivery_distance,pre_repair_total_system_distance,post_repair_total_system_distance,pre_repair_depot_outbound_distance,post_repair_depot_outbound_distance,depot_outbound_distance_change_after_repair,distance_change_after_repair,distance_change_after_repair_pct,matched_constructed_total_system_distance,split_vs_constructed_total_system_distance_delta,split_vs_constructed_total_system_distance_delta_pct,total_routes,pre_repair_total_routes,post_repair_total_routes,depot_routes,pre_repair_depot_routes,post_repair_depot_routes,route_count_change_after_repair,depot_route_count_change_after_repair,timing_routes_checked,timing_feasible_routes,timing_infeasible_routes,pre_repair_timing_infeasible_routes,post_repair_timing_infeasible_routes,infeasible_route_change_after_repair,routes_before_goods_ready,pre_repair_routes_before_goods_ready,post_repair_routes_before_goods_ready,goods_ready_violation_change_after_repair,routes_exceeding_workday,pre_repair_routes_exceeding_workday,post_repair_routes_exceeding_workday,workday_violation_change_after_repair,routes_without_feasible_wave,customers_without_feasible_wave,infeasible_timing_route_ids,infeasible_timing_customers,latest_finish_time,latest_finish_time_label,pre_repair_latest_finish_time,pre_repair_latest_finish_time_label,post_repair_latest_finish_time,post_repair_latest_finish_time_label,max_route_duration,avg_route_duration,avg_waiting_time,max_waiting_time,repair_attempts,successful_repairs,unresolved_repairs,unresolved_customers,n_unresolved_customers,routes_added_by_repair,overall_timing_feasible,depot_timing_feasibility,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,avg_utilisation,min_utilisation,max_utilisation,depot_avg_utilisation,route_records_count,customer_wave_records_count,pre_repair_route_records_count,repair_records_count,best_n_remove,tested_n_remove_values,n_remove_applicability,notes_or_warnings
100,35,100c_cap35,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201717,1,run_2026_07_17_201717,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,50,36,64,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 22, ""13:00"": 28, ""15:00"": 4}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 6, ""15:00"": 2}",1342.006811234781,240.0,1582.006811234781,1254.132733122212,1342.006811234781,1494.132733122212,1582.006811234781,792.0856529225606,879.9597310351298,87.87407811256924,87.87407811256912,5.881276553585919,1494.1327331222117,87.87407811256935,5.881276553585935,21,19,21,13,11,13,2.0,2.0,13,13,0,2,0,-2.0,0,0,0,0.0,0,2,0,-2.0,0,0,[],[],17.22216462773379,17:13,19.143310110243327,19:09,17.22216462773379,17:13,4.78459165002388,3.076819823167,42,105,2,2,0,[],0,2,True,True,True,True,True,True,0.47074829931972784,0.08571428571428572,0.9714285714285714,0.32967032967032966,13,64,11,2,,,not_applicable_section_6_6_is_not_lns,
150,15,150c_cap15,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182633,2,run_2026_07_17_182633,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,75,57,93,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 14, ""11:00"": 35, ""13:00"": 38, ""15:00"": 6}","{""09:00"": 3, ""11:00"": 7, ""13:00"": 7, ""15:00"": 2}",3874.373459777995,960.0,4834.373459777995,3874.373459777995,,4834.373459777995,,,,,,,4834.373459777995,,,45,45,,19,19,,,,19,16,3,3,,,0,0,,,3,3,,,0,0,"[13, 18, 19]","[36, 40, 48, 51, 55, 59, 85, 87, 96, 98, 117, 133, 138]",20.82334783610427,20:49,20.82334783610427,20:49,,,6.057988564593762,4.135747611316531,25,105,,,,,,,False,False,True,True,True,True,0.7866666666666668,0.26666666666666666,1.0,0.7649122807017544,19,93,19,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
150,15,150c_cap15,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201718,1,run_2026_07_17_201718,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,75,57,93,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 14, ""11:00"": 35, ""13:00"": 38, ""15:00"": 6}","{""09:00"": 3, ""11:00"": 7, ""13:00"": 8, ""15:00"": 6}",4071.5584343526352,960.0,5031.558434352635,3874.3734597779953,4071.5584343526352,4834.373459777995,5031.558434352635,1892.3761384504228,2089.5611130250627,197.1849745746399,197.18497457464036,4.078811374735943,4834.373459777995,197.18497457464036,4.078811374735943,50,45,50,24,19,24,5.0,5.0,24,24,0,3,0,-3.0,0,0,0,0.0,0,3,0,-3.0,0,0,[],[],17.950290731117722,17:57,20.82334783610427,20:49,17.950290731117722,17:57,6.057988564593762,3.5480015458681424,38,105,3,3,0,[],0,5,True,True,True,True,True,True,0.7080000000000004,0.06666666666666667,1.0,0.6055555555555555,24,93,19,3,,,not_applicable_section_6_6_is_not_lns,
150,25,150c_cap25,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182633,2,run_2026_07_17_182633,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,75,57,93,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 14, ""11:00"": 35, ""13:00"": 38, ""15:00"": 6}","{""09:00"": 3, ""11:00"": 4, ""13:00"": 4, ""15:00"": 2}",2860.0804427918415,600.0,3460.0804427918415,2860.0804427918415,,3460.0804427918415,,,,,,,3460.0804427918415,,,29,29,,13,13,,,,13,7,6,6,,,0,0,,,6,6,,,0,0,"[8, 9, 10, 11, 12, 13]","[1, 5, 8, 9, 25, 26, 32, 33, 35, 36, 40, 48, 49, 51, 53, 55, 59, 62, 63, 66, 67, 68, 70, 78, 85, 87, 88, 93, 96, 98, 99, 100, 104, 108, 117, 118, 122, 125, 129, 131, 133, 138, 147, 149]",20.82334783610427,20:49,20.82334783610427,20:49,,,6.535153316678922,5.201635254094652,24,105,,,,,,,False,False,True,True,True,True,0.7324137931034483,0.16,1.0,0.6707692307692308,13,93,13,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
150,25,150c_cap25,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201718,1,run_2026_07_17_201718,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666663,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,75,57,93,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 14, ""11:00"": 35, ""13:00"": 38, ""15:00"": 6}","{""09:00"": 3, ""11:00"": 4, ""13:00"": 8, ""15:00"": 6}",3194.748056872987,600.0,3794.748056872987,2860.080442791842,3194.748056872987,3460.080442791842,3794.748056872987,1563.637749096914,1898.3053631780588,334.66761408114485,334.6676140811451,9.672249521780227,3460.0804427918415,334.66761408114553,9.672249521780241,37,29,37,21,13,21,8.0,8.0,21,21,0,6,0,-6.0,0,0,0,0.0,0,6,0,-6.0,0,0,[],[],17.938544166453035,17:56,20.82334783610427,20:49,17.938544166453035,17:56,6.253550550990617,3.751278354250888,39,105,6,6,0,[],0,8,True,True,True,True,True,True,0.574054054054054,0.04,1.0,0.4152380952380951,21,93,13,6,,,not_applicable_section_6_6_is_not_lns,
150,35,150c_cap35,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182634,2,run_2026_07_17_182634,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,75,57,93,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 14, ""11:00"": 35, ""13:00"": 38, ""15:00"": 6}","{""09:00"": 3, ""11:00"": 4, ""13:00"": 4, ""15:00"": 2}",2570.1852948457035,480.0,3050.1852948457035,2570.1852948457035,,3050.1852948457035,,,,,,,3050.1852948457035,,,24,24,,13,13,,,,13,8,5,5,,,0,0,,,5,5,,,0,0,"[8, 9, 11, 12, 13]","[1, 8, 9, 25, 26, 32, 33, 35, 36, 40, 48, 49, 51, 53, 55, 59, 62, 63, 66, 67, 68, 70, 85, 87, 88, 93, 96, 98, 99, 100, 108, 117, 118, 122, 125, 129, 131, 133, 138, 149]",20.85623878460923,20:51,20.85623878460923,20:51,,,7.856238784609228,5.083899108625216,27,105,,,,,,,False,False,True,True,True,True,0.632142857142857,0.11428571428571428,0.9714285714285714,0.4791208791208791,13,93,13,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
150,35,150c_cap35,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201719,1,run_2026_07_17_201719,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,75,57,93,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 14, ""11:00"": 35, ""13:00"": 38, ""15:00"": 6}","{""09:00"": 3, ""11:00"": 4, ""13:00"": 7, ""15:00"": 6}",2885.370370871191,480.0,3365.370370871191,2570.1852948457035,2885.370370871191,3050.1852948457035,3365.370370871191,1517.7206523638342,1832.905728389322,315.18507602548766,315.18507602548743,10.33330914545083,3050.1852948457035,315.18507602548743,10.33330914545083,31,24,31,20,13,20,7.0,7.0,20,20,0,5,0,-5.0,0,0,0,0.0,0,5,0,-5.0,0,0,[],[],17.938544166453035,17:56,20.85623878460923,20:51,17.938544166453035,17:56,6.442398616398559,3.8298428806488696,44,105,5,5,0,[],0,7,True,True,True,True,True,True,0.48940092165898613,0.02857142857142857,0.9714285714285714,0.31142857142857133,20,93,13,5,,,not_applicable_section_6_6_is_not_lns,
200,15,200c_cap15,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182635,2,run_2026_07_17_182635,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,100,69,131,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 19, ""11:00"": 47, ""13:00"": 55, ""15:00"": 10}","{""09:00"": 4, ""11:00"": 9, ""13:00"": 9, ""15:00"": 2}",6553.070139052175,1840.0,8393.070139052175,6553.070139052175,,8393.070139052175,,,,,,,8393.070139052175,,,56,56,,24,24,,,,24,15,9,9,,,0,0,,,9,9,,,0,0,"[8, 15, 16, 18, 19, 20, 22, 23, 24]","[1, 5, 8, 18, 26, 33, 35, 36, 40, 49, 51, 53, 59, 63, 66, 67, 70, 75, 77, 78, 79, 85, 88, 96, 98, 99, 100, 104, 117, 118, 122, 125, 129, 130, 131, 134, 138, 147, 157, 158, 159, 162, 163, 165, 174, 179, 182, 186, 191, 192, 196, 198, 199]",23.180945389689626,23:11,23.180945389689626,23:11,,,8.855766620180018,5.491796408061483,21,105,,,,,,,False,False,True,True,True,True,0.8345238095238093,0.26666666666666666,1.0,0.8944444444444445,24,131,24,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
200,15,200c_cap15,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201720,1,run_2026_07_17_201720,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666674,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,100,69,131,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 19, ""11:00"": 47, ""13:00"": 55, ""15:00"": 10}","{""09:00"": 4, ""11:00"": 10, ""13:00"": 18, ""15:00"": 9}",7677.341075118862,1840.0,9517.341075118862,6553.070139052177,7677.341075118862,8393.070139052177,9517.341075118862,3299.0934138042676,4423.3643498709525,1124.270936066685,1124.270936066685,13.395228652213408,8393.070139052175,1124.2709360666868,13.395228652213431,73,56,73,41,24,41,17.0,17.0,41,36,5,9,5,-4.0,0,0,0,0.0,5,9,5,-4.0,0,0,"[34, 35, 37, 39, 40]","[85, 96, 117, 138, 196]",18.86250333304849,18:52,23.180945389689626,23:11,18.86250333304849,18:52,8.855766620180018,4.128751503960126,40,105,9,7,2,"[85, 96, 117, 138, 196]",5,17,False,False,True,True,True,True,0.6401826484018268,0.06666666666666667,1.0,0.5235772357723575,41,131,24,9,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day | unresolved same-wave split repair remains | unresolved customers after wave repair
200,25,200c_cap25,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182636,2,run_2026_07_17_182636,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666663,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,100,69,131,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 19, ""11:00"": 47, ""13:00"": 55, ""15:00"": 10}","{""09:00"": 3, ""11:00"": 6, ""13:00"": 7, ""15:00"": 2}",4597.1162703424125,1120.0,5717.1162703424125,4597.1162703424125,,5717.1162703424125,,,,,,,5717.1162703424125,,,35,35,,18,18,,,,18,10,8,8,,,0,0,,,8,8,,,0,0,"[6, 11, 12, 14, 15, 16, 17, 18]","[3, 8, 25, 26, 32, 33, 35, 36, 38, 40, 48, 49, 51, 53, 55, 59, 63, 67, 70, 80, 85, 87, 88, 93, 96, 98, 99, 100, 109, 117, 118, 121, 122, 125, 126, 128, 129, 131, 133, 134, 135, 138, 149, 155, 157, 158, 159, 160, 163, 165, 168, 173, 174, 175, 182, 185, 186, 189, 190, 192, 194, 196, 198, 199]",23.180945389689626,23:11,23.180945389689626,23:11,,,8.182709273859608,5.9886235539477175,18,105,,,,,,,False,False,True,True,True,True,0.801142857142857,0.32,1.0,0.7155555555555556,18,131,18,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
200,25,200c_cap25,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201721,1,run_2026_07_17_201721,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666667,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,100,69,131,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 19, ""11:00"": 47, ""13:00"": 55, ""15:00"": 10}","{""09:00"": 3, ""11:00"": 7, ""13:00"": 15, ""15:00"": 9}",5819.669302338162,1120.0,6939.669302338162,4597.1162703424125,5819.669302338162,5717.1162703424125,6939.669302338162,2578.8567191317684,3801.409751127518,1222.5530319957497,1222.5530319957497,21.384085510692753,5717.1162703424125,1222.5530319957497,21.384085510692753,51,35,51,34,18,34,16.0,16.0,34,29,5,8,5,-3.0,0,0,0,0.0,5,8,5,-3.0,0,0,"[27, 28, 30, 32, 33]","[85, 96, 117, 138, 196]",18.86250333304849,18:52,23.180945389689626,23:11,18.86250333304849,18:52,6.645069474328499,4.369029167772077,41,105,8,6,2,"[85, 96, 117, 138, 196]",5,16,False,False,True,True,True,True,0.5498039215686273,0.04,1.0,0.37882352941176434,34,131,18,8,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day | unresolved same-wave split repair remains | unresolved customers after wave repair
200,35,200c_cap35,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182637,2,run_2026_07_17_182637,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,100,69,131,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 19, ""11:00"": 47, ""13:00"": 55, ""15:00"": 10}","{""09:00"": 3, ""11:00"": 4, ""13:00"": 4, ""15:00"": 2}",3794.087184073236,880.0,4674.087184073236,3794.087184073236,,4674.087184073236,,,,,,,4674.087184073236,,,26,26,,13,13,,,,13,3,10,10,,,0,0,,,10,10,,,0,0,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1, 3, 4, 5, 8, 9, 11, 17, 18, 23, 25, 26, 30, 32, 33, 35, 36, 37, 38, 40, 41, 48, 49, 51, 53, 55, 59, 60, 62, 63, 66, 67, 68, 70, 72, 73, 75, 77, 78, 79, 80, 81, 83, 85, 87, 88, 89, 93, 94, 95, 96, 98, 99, 100, 104, 108, 109, 111, 115, 116, 117, 118, 121, 122, 124, 125, 126, 127, 128, 129, 130, 131, 133, 134, 135, 138, 139, 147, 149, 151, 155, 157, 158, 159, 160, 162, 163, 165, 166, 168, 171, 173, 174, 175, 176, 177, 178, 179, 182, 183, 185, 186, 188, 189, 190, 191, 192, 194, 196, 198, 199, 200]",23.7066347845685,23:42,23.7066347845685,23:42,,,10.706634784568498,7.5585439805025825,17,105,,,,,,,False,False,True,True,True,True,0.7703296703296704,0.17142857142857143,1.0,0.7076923076923076,13,131,13,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
200,35,200c_cap35,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201721,1,run_2026_07_17_201721,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666667,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,100,69,131,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 19, ""11:00"": 47, ""13:00"": 55, ""15:00"": 10}","{""09:00"": 3, ""11:00"": 8, ""13:00"": 16, ""15:00"": 9}",5558.666160462228,880.0,6438.666160462228,3794.087184073237,5558.666160462228,4674.087184073237,6438.666160462228,2292.8321523960076,4057.4111287849983,1764.5789763889907,1764.5789763889907,37.752376173078716,4674.087184073236,1764.5789763889916,37.752376173078744,49,26,49,36,13,36,23.0,23.0,36,31,5,10,5,-5.0,0,0,0,0.0,5,10,5,-5.0,0,0,"[29, 30, 32, 34, 35]","[85, 96, 117, 138, 196]",18.86250333304849,18:52,23.7066347845685,23:42,18.86250333304849,18:52,6.0816997302686655,4.363343637763888,43,105,10,8,2,"[85, 96, 117, 138, 196]",5,23,False,False,True,True,True,True,0.40874635568513096,0.02857142857142857,1.0,0.2555555555555554,36,131,13,10,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day | unresolved same-wave split repair remains | unresolved customers after wave repair
