timing_lns_scenario,operator_pair,instance_name,customer_count,vehicle_capacity,baseline_reference_scenario,baseline_run_path,baseline_reference_system_distance,total_lns_system_distance,system_improvement_distance,system_improvement_percent,baseline_reference_customer_delivery_distance,customer_delivery_lns_distance,customer_delivery_improvement_distance,customer_delivery_improvement_percent,supplier_depot_replenishment_distance,depot_timing_feasibility_after_lns,n_depot_timing_infeasible_routes,latest_depot_route_finish_time_after_lns_label,n_remove,rejected_infeasible_moves,notes_or_warnings
fixed_split,random_regret,150c_cap15,150,15,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/150c_cap15/run_2026_07_16_191005,4367.799321342537,4277.969845445932,89.82947589660489,2.0566301079279867,3407.799321342537,3317.9698454459317,89.82947589660535,2.635996648453352,960.0,True,0,14:36,12,0,
fixed_split,random_regret,150c_cap25,150,25,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/150c_cap25/run_2026_07_16_191006,2935.1454350079275,2858.824857582935,76.32057742499273,2.6002315426930998,2335.1454350079275,2258.824857582935,76.32057742499273,3.268343644931633,600.0,True,0,16:18,10,0,
fixed_split,random_regret,150c_cap35,150,35,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/150c_cap35/run_2026_07_16_191007,2425.6999709924216,2338.188469539439,87.51150145298243,3.607680360287057,1945.6999709924216,1858.1884695394392,87.51150145298243,4.497687349419366,480.0,True,0,16:01,10,0,
fixed_split,random_regret,200c_cap15,200,15,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/200c_cap15/run_2026_07_16_191008,7659.378827824319,7462.994807695374,196.38402012894494,2.563967973689176,5819.378827824319,5622.994807695374,196.38402012894494,3.3746560576185534,1840.0,True,0,15:57,8,0,
fixed_split,random_regret,200c_cap25,200,25,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/200c_cap25/run_2026_07_16_191010,4969.3166447342355,4880.463027911117,88.8536168231185,1.7880449803349265,3849.316644734236,3760.4630279111175,88.8536168231185,2.3082958619335177,1120.0,True,0,17:18,25,0,
fixed_split,random_regret,200c_cap35,200,35,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/200c_cap35/run_2026_07_16_191012,3943.2673060452103,3740.8803165176855,202.38698952752475,5.13246944271965,3063.2673060452103,2860.8803165176855,202.38698952752475,6.6068994086191495,880.0,True,0,16:54,52,0,
fixed_split,related_regret,20c_cap15,20,15,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/20c_cap15/run_2026_07_16_190958,114.78113835043219,108.21746207443732,6.563676275994865,5.718427583420243,90.78113835043219,84.21746207443732,6.563676275994865,7.230220280624645,24.0,True,0,10:45,3,0,
fixed_split,related_regret,20c_cap25,20,25,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/20c_cap25/run_2026_07_16_190958,97.43109878717637,90.75822855161768,6.67287023555869,6.848809382858932,73.43109878717637,66.75822855161768,6.67287023555869,9.08725369192488,24.0,True,0,10:58,3,0,
fixed_split,related_regret,20c_cap35,20,35,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/20c_cap35/run_2026_07_16_190958,97.43109878717637,86.77406702661598,10.657031760560386,10.938018654432991,73.43109878717637,62.77406702661598,10.657031760560386,14.512967852282058,24.0,True,0,12:12,3,0,
fixed_split,related_regret,40c_cap15,40,15,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/40c_cap15/run_2026_07_16_190959,388.99911567690134,378.8707640827188,10.128351594182561,2.603695274874369,292.99911567690134,282.8707640827188,10.128351594182561,3.4567857212754833,96.0,True,0,11:13,5,0,
fixed_split,related_regret,40c_cap25,40,25,fixed_timing_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/40c_cap25/run_2026_07_16_190959,263.18474879574904,254.71032519132592,8.474423604423123,3.2199523882745598,215.18474879574904,206.71032519132592,8.474423604423123,3.938208284671211,48.0,True,0,11:50,2,0,
